Planet Name,Global ESI,Long-term Stability,Atmospheric Retention,Habitability Index,Rank,Habitability_Category
Kepler-1201 b,0.3044742726907025,1.0,0.0272762694023207,0.4576923902258153,2509.0,Non-Habitable
Kepler-1782 b,0.3045702289903181,1.0,0.0269969412436175,0.4576845027438825,2510.0,Non-Habitable
HD 194490 b,0.1879447338299873,0.9996087177976916,0.319111162942201,0.4576772148427414,2511.0,Non-Habitable
Kepler-1777 b,0.304644725854759,1.0,0.0265261288948985,0.4576275887063592,2512.0,Non-Habitable
Kepler-949 b,0.3031009105046419,1.0,0.0299377906748557,0.4575380133872921,2513.0,Non-Habitable
Kepler-895 b,0.3057188649347415,1.0,0.0233873178906941,0.4575368960455095,2514.0,Non-Habitable
K2-357 b,0.3017326708679285,0.9999999999941944,0.0329959226810853,0.4574655199684396,2515.0,Non-Habitable
Kepler-307 c,0.3060061574190713,1.0,0.0220452567516865,0.4574121300598729,2516.0,Non-Habitable
Kepler-200 c,0.3053574818944339,1.0,0.0236515638218392,0.4574090537115848,2517.0,Non-Habitable
HD 47366 b,0.2650423228732701,0.9999879819653048,0.1243383370561952,0.4573852234374655,2518.0,Non-Habitable
Kepler-333 b,0.2817581828965725,1.0,0.0819154298097029,0.4572621774102269,2519.0,Non-Habitable
Kepler-668 b,0.3027898592157035,1.0,0.0290717655093075,0.4572092827097133,2520.0,Non-Habitable
K2-169 b,0.3057166297817167,0.9999999999981728,0.0217386932269935,0.457206053535709,2521.0,Non-Habitable
Kepler-636 b,0.3002635250339894,1.0,0.035307795058415,0.4571933215286777,2522.0,Non-Habitable
Kepler-29 b,0.3046852191071563,1.0,0.0241129128836209,0.4571651921303024,2523.0,Non-Habitable
Kepler-201 b,0.3028945790808227,1.0,0.0280393918840464,0.4570551679172207,2524.0,Non-Habitable
Kepler-338 d,0.3019401365873252,0.999998918759729,0.0302890963582494,0.4570275631932312,2525.0,Non-Habitable
Kepler-454 d,0.2583384869134832,0.999936345660314,0.1392787618216123,0.4570058995191582,2526.0,Non-Habitable
Kepler-336 d,0.3029558500046839,1.0,0.0276254693259543,0.4570030188675328,2527.0,Non-Habitable
Kepler-1080 b,0.3014344388767219,1.0,0.0313786820399745,0.4569929558463558,2528.0,Non-Habitable
Kepler-495 c,0.3054236540074844,1.0,0.0212675789467363,0.4569653427930895,2529.0,Non-Habitable
TOI-1444 c,0.3010973672642951,1.0,0.0320039675234406,0.4569494771368357,2530.0,Non-Habitable
HD 96063 b,0.2751073409079494,0.9999735369599058,0.0969959171476535,0.4569449149714771,2531.0,Non-Habitable
Kepler-1407 b,0.3028817134957594,1.0,0.0270791990118341,0.4568566965502465,2532.0,Non-Habitable
Kepler-444 d,0.3094401391522225,0.9999984854221886,0.0103882099618408,0.456797257195136,2533.0,Non-Habitable
K2-130 b,0.3048475465916574,0.9999992371015468,0.0216277226509264,0.456749088956478,2534.0,Non-Habitable
K2-170 c,0.3035160165104404,0.9999999999965036,0.0248271660056531,0.4567234414553018,2535.0,Non-Habitable
Kepler-1159 b,0.3023791842440671,1.0,0.0276195548678874,0.4567135030956111,2536.0,Non-Habitable
HD 231701 b,0.2767634767631182,0.999989663006437,0.0916611504725393,0.456710867377998,2537.0,Non-Habitable
Kepler-716 c,0.3043960389411353,1.0,0.0224742400607589,0.4566928674827194,2538.0,Non-Habitable
GJ 229 b,0.2986827221617803,0.9999384711178426,0.0364422984072675,0.4566113620976965,2539.0,Non-Habitable
GJ 896 A b,0.258058811745499,0.9999686037135204,0.137758968902692,0.4565717807673439,2540.0,Non-Habitable
K2-222 b,0.3000143530250775,0.9999972939543104,0.032636016046083,0.4565335679080484,2541.0,Non-Habitable
Kepler-1828 b,0.302354924853997,1.0,0.0264399666278696,0.4564654557525724,2542.0,Non-Habitable
AF Lep b,0.2469238326643766,0.999717278808532,0.165432243695694,0.4564635487138868,2543.0,Non-Habitable
Kepler-1784 b,0.3010978105400693,1.0,0.0294689639219818,0.456442698054431,2544.0,Non-Habitable
HD 68988 c,0.1649252399958218,0.9991669822037108,0.3708947927166022,0.4563916732023445,2545.0,Non-Habitable
Kepler-306 b,0.3033672768408187,1.0,0.0232290935428023,0.4563294571289698,2546.0,Non-Habitable
HD 176986 b,0.301752139517322,0.9999994172577727,0.0271306896442643,0.4563020328648457,2547.0,Non-Habitable
Kepler-1693 c,0.3062407874527803,1.0,0.0158875230988921,0.4562978983461686,2548.0,Non-Habitable
Kepler-1677 b,0.300837011603688,1.0,0.02906032021284,0.456230569844412,2549.0,Non-Habitable
WASP-59 b,0.2731149439805191,0.9999990225363568,0.0981715111690849,0.4561914809849836,2550.0,Non-Habitable
Kepler-192 d,0.3056292768978921,1.0,0.01675179120887,0.4561649966907201,2551.0,Non-Habitable
Kepler-907 b,0.3039666169618076,1.0,0.0208055140928622,0.4561444112994762,2552.0,Non-Habitable
Kepler-1093 b,0.3020199484068926,1.0,0.0255905025727044,0.4561280747179872,2553.0,Non-Habitable
GJ 3470 b,0.299967213649735,0.9999999153659528,0.0307067364048782,0.456124928715629,2554.0,Non-Habitable
11 Com b,0.1744713255536319,0.99996068212097,0.3444960381245739,0.4561230750380217,2555.0,Non-Habitable
HD 220197 b,0.2927823662850554,0.99992843297292,0.0486965022607382,0.4561090134865513,2556.0,Non-Habitable
Kepler-278 c,0.2991588696580367,0.9999789726113846,0.032494807699368,0.4560720881523073,2557.0,Non-Habitable
Kepler-279 c,0.2887932571715404,1.0,0.0582093379966799,0.4560384961851062,2558.0,Non-Habitable
Kepler-321 c,0.3009665733042618,1.0,0.0273773915095738,0.4559587649540456,2559.0,Non-Habitable
Kepler-39 b,0.165326633611364,0.999997424095811,0.3659166833627784,0.4558458807069809,2560.0,Non-Habitable
K2-14 b,0.2970231800633788,0.999998768984812,0.0363964141935861,0.4557905035658502,2561.0,Non-Habitable
Kepler-1311 d,0.2925519845278198,1.0,0.0475651423527932,0.4557890207344686,2562.0,Non-Habitable
EPIC 228836835 b,0.3040169528598505,0.9999999999998642,0.0185405566316524,0.455716587756215,2563.0,Non-Habitable
HD 114386 b,0.2729970281574325,0.9999441990267436,0.0960527005433241,0.4556923138954041,2564.0,Non-Habitable
Kepler-19 b,0.2999024127443523,0.9999951356809288,0.0282031418313882,0.4555903754427325,2565.0,Non-Habitable
GJ 3222 b,0.2984339733674694,0.9999881443617036,0.0317401409581882,0.4555614581838834,2566.0,Non-Habitable
TOI-1634 b,0.2970944179880459,1.0,0.0348678815896124,0.4555207853119454,2567.0,Non-Habitable
Kepler-204 b,0.2996981079223749,1.0,0.0283096755162776,0.455510989064443,2568.0,Non-Habitable
Kepler-701 b,0.2990768121386998,1.0,0.0296226911020477,0.4554629442897595,2569.0,Non-Habitable
K2-37 b,0.3014199378060387,0.9999999999987854,0.0237368660297807,0.4554573421086111,2570.0,Non-Habitable
HD 95872 b,0.2390063674591649,0.9999566662459506,0.1796775744005193,0.4554256984834715,2571.0,Non-Habitable
Kepler-254 c,0.3024683065126602,1.0,0.0208929582654544,0.4554127449094209,2572.0,Non-Habitable
Kepler-797 b,0.3001304521592215,1.0,0.0266685497240072,0.4553989360244121,2573.0,Non-Habitable
HD 30177 c,0.2173387597710903,0.999943895830704,0.2335637037242955,0.4553652893796154,2574.0,Non-Habitable
HD 101930 b,0.2909640577863975,0.999995372123354,0.0493956536612157,0.4553597712624481,2575.0,Non-Habitable
K2-285 c,0.2960568524068717,1.0,0.0363589997101667,0.4553002261454692,2576.0,Non-Habitable
HD 207832 c,0.2803112155017,0.9999200302915562,0.0758036095203105,0.4552923387423789,2577.0,Non-Habitable
Kepler-1491 b,0.3013200365515311,1.0,0.0231594428140846,0.4552919068385824,2578.0,Non-Habitable
Kepler-534 b,0.2996900883746104,1.0,0.0270058888755176,0.4552462219624087,2579.0,Non-Habitable
Kepler-87 b,0.2753574190826497,0.999997571626909,0.0877607350558255,0.4552301280405627,2580.0,Non-Habitable
Kepler-1894 c,0.3020307581464615,1.0,0.0209815936462431,0.4552116978024794,2581.0,Non-Habitable
Kepler-1430 b,0.3022908917128798,1.0,0.0203266646001409,0.4552107787764681,2582.0,Non-Habitable
Kepler-1801 b,0.298745114665074,1.0,0.0290782932788776,0.4551882159883125,2583.0,Non-Habitable
Kepler-1584 b,0.3008684200551131,1.0,0.0237313758181656,0.4551804851911897,2584.0,Non-Habitable
HD 50499 c,0.2472944509019069,1.0,0.1576593472655563,0.4551790949040647,2585.0,Non-Habitable
Kepler-1497 b,0.3005971554068044,1.0,0.0240074818422459,0.4551000740718514,2586.0,Non-Habitable
Kepler-154 f,0.3009203277344371,1.0,0.0231052873233653,0.4550812213318916,2587.0,Non-Habitable
K2-35 b,0.3012426468415997,0.9999994348380944,0.0219805679527899,0.4550172674627861,2588.0,Non-Habitable
HD 94771 b,0.2845057487370925,0.9998096680550296,0.0640751926131629,0.4550108133076877,2589.0,Non-Habitable
HD 10180 h,0.2904756570174733,0.9999549560351718,0.0488101919833066,0.4549863537159495,2590.0,Non-Habitable
Kepler-1262 b,0.2999498973009222,1.0,0.0248987694245442,0.4549547025353699,2591.0,Non-Habitable
Kepler-1452 b,0.2982116957974783,1.0,0.0290237612202812,0.4549106001427954,2592.0,Non-Habitable
Kepler-1800 b,0.3032303605527731,1.0,0.0162723619785426,0.4548696526720951,2593.0,Non-Habitable
Kepler-127 b,0.3006867206928152,0.9999917609771832,0.0224753108777691,0.4548359508151164,2594.0,Non-Habitable
GJ 160.2 b,0.2971911759528582,0.9999995540409776,0.0309289315405457,0.4547812404968316,2595.0,Non-Habitable
Kepler-108 c,0.2917028122163457,0.9999959555162888,0.0446077322586519,0.4547717392147898,2596.0,Non-Habitable
Kepler-1300 b,0.3006149391002647,1.0,0.0222941256736371,0.4547662946848598,2597.0,Non-Habitable
Kepler-1987 d,0.2979582260297103,1.0,0.0288591377689579,0.4547509405686467,2598.0,Non-Habitable
Kepler-761 b,0.2990622454368501,1.0,0.0259782655831307,0.4547267758350512,2599.0,Non-Habitable
Kepler-308 b,0.298845802131266,1.0,0.0264072276647595,0.4547043465985849,2600.0,Non-Habitable
K2-183 c,0.2983097054166431,0.9999999999970084,0.0272513363333332,0.4546051199740907,2601.0,Non-Habitable
HD 25015 b,0.1949153276952118,0.9997012119427264,0.2861059587966971,0.4545892191897633,2602.0,Non-Habitable
Kepler-1336 b,0.2988457316816336,1.0,0.0257189542641378,0.4545666566936444,2603.0,Non-Habitable
Kepler-1152 b,0.3035826360063571,1.0,0.0137197672350912,0.4545352714501968,2604.0,Non-Habitable
Kepler-559 b,0.2960520989056766,1.0,0.0325076861259369,0.4545275866780257,2605.0,Non-Habitable
K2-114 b,0.2546430540180182,0.9999989288148428,0.1359942625178815,0.4545200581570383,2606.0,Non-Habitable
Kepler-1210 b,0.2992196849347108,1.0,0.0242179172093478,0.4544534259092249,2607.0,Non-Habitable
Kepler-85 b,0.2986271932760584,1.0,0.0256636489994468,0.4544463264379186,2608.0,Non-Habitable
TOI-2076 b,0.2974833681889041,0.9999999999981272,0.028245192094018,0.4543907225126938,2609.0,Non-Habitable
Kepler-233 b,0.2975930853257895,1.0,0.0278425559940735,0.4543650538617094,2610.0,Non-Habitable
Kepler-876 b,0.2996371470853176,1.0,0.0226377137924953,0.4543461163011578,2611.0,Non-Habitable
Kepler-167 b,0.2988667077449388,1.0,0.0243347992071019,0.4543003137138898,2612.0,Non-Habitable
Kepler-282 b,0.3019079690480141,1.0,0.016558512106419,0.4542656869452908,2613.0,Non-Habitable
HD 4203 c,0.2545447194394636,0.9997660818713452,0.1350057678583396,0.4542033378528032,2614.0,Non-Habitable
HD 28185 c,0.1370370044175346,0.999778265808406,0.4283409725510791,0.4541201764615049,2615.0,Non-Habitable
EPIC 201841433 b,0.3012038961225235,0.9999999999993116,0.0171858359095024,0.4540391152429557,2616.0,Non-Habitable
K2-139 b,0.281985889599531,0.999996977575834,0.0651893384503346,0.4540299057625827,2617.0,Non-Habitable
Kepler-1969 b,0.2983406425678256,1.0,0.0241195986398574,0.4539942410118843,2618.0,Non-Habitable
Kepler-392 c,0.3005593299852538,1.0,0.0185118320954033,0.4539820314117075,2619.0,Non-Habitable
Kepler-245 b,0.2965273869188162,1.0,0.0284556956737328,0.4539548325941546,2620.0,Non-Habitable
Kepler-355 b,0.2987508325457131,1.0,0.0228353074958425,0.453942477772025,2621.0,Non-Habitable
Kepler-597 b,0.2966949091721004,1.0,0.0275602011413052,0.4538594948143112,2622.0,Non-Habitable
Kepler-69 b,0.2968158477542545,0.9999978908101588,0.0269757738789817,0.4538024458959713,2623.0,Non-Habitable
HD 5278 c,0.2934343511291787,0.9999976282833384,0.0353775880236368,0.4537919816543182,2624.0,Non-Habitable
Kepler-627 b,0.2943974318557457,1.0,0.0328782826529869,0.4537743724584702,2625.0,Non-Habitable
HD 27894 c,0.2896396520695367,0.999999583491102,0.0446900315193564,0.4537577073859702,2626.0,Non-Habitable
Kepler-20 c,0.2939198680634696,0.9999990023980816,0.0334795137416368,0.4536555374994866,2627.0,Non-Habitable
Kepler-1056 b,0.2950855907256479,1.0,0.0302513726586065,0.4535930698945452,2628.0,Non-Habitable
HIP 65407 c,0.2766826859882801,0.9999946821490177,0.0761915394134484,0.453578055521535,2629.0,Non-Habitable
K2-43 c,0.2958654109920625,0.9999999999995224,0.0277901615453826,0.4534907378049644,2630.0,Non-Habitable
Kepler-99 b,0.293062967726601,1.0,0.0344975716965549,0.4534309982026115,2631.0,Non-Habitable
TOI-1260 b,0.2940458669549132,1.0,0.0319481907296719,0.453412571623391,2632.0,Non-Habitable
Kepler-1595 b,0.2981235135610421,1.0,0.0214280201291173,0.4533473608063445,2633.0,Non-Habitable
Kepler-1142 b,0.2975423005558231,1.0,0.0228765142849918,0.4533464531349099,2634.0,Non-Habitable
HD 99492 b,0.291433868926915,0.99999942782616,0.038111234311395,0.4533390096735846,2635.0,Non-Habitable
Kepler-211 b,0.2979834896492226,1.0,0.0216285353985538,0.4533174519043221,2636.0,Non-Habitable
KOI-1599.02,0.2918509670202648,0.9999998204748202,0.0366789989137793,0.4532612294353343,2637.0,Non-Habitable
Kepler-402 e,0.297261121199918,1.0,0.0228203833804768,0.4531946372760543,2638.0,Non-Habitable
HD 208897 b,0.2687848509817767,0.9999970185255304,0.0939531647454009,0.4531821639976276,2639.0,Non-Habitable
HD 121504 b,0.264093692173149,0.9999986116370062,0.1055568349985711,0.4531577965773906,2640.0,Non-Habitable
Kepler-647 b,0.2980838608220734,1.0,0.0200778493329253,0.4530575002776217,2641.0,Non-Habitable
K2-7 b,0.2945625801504586,0.9999999999918764,0.0288682214948558,0.4530549343717633,2642.0,Non-Habitable
Kepler-24 e,0.2943097635362969,1.0,0.0293263028875245,0.4530201423456533,2643.0,Non-Habitable
Kepler-1285 b,0.2996176503375149,1.0,0.0156957090916995,0.4529479669870973,2644.0,Non-Habitable
Kepler-887 b,0.2958089637668144,1.0,0.0249494922835705,0.4528943803401213,2645.0,Non-Habitable
Kepler-1111 b,0.295353737509421,1.0,0.025786939765011,0.4528342567077127,2646.0,Non-Habitable
Kepler-1145 b,0.2966540701861789,1.0,0.0224353070832846,0.4528140965097464,2647.0,Non-Habitable
Kepler-58 c,0.2756624270844078,1.0,0.0739409409196882,0.4526194017261415,2648.0,Non-Habitable
Kepler-1530 c,0.2956546927970481,1.0,0.023916782555818,0.4526107029096877,2649.0,Non-Habitable
LP 714-47 b,0.2873893584498508,0.9999997660818714,0.0444474689629714,0.4525841028420811,2650.0,Non-Habitable
K2-198 d,0.2939181464656391,0.9999999999980824,0.0278468676032088,0.452528446752886,2651.0,Non-Habitable
Kepler-275 d,0.292338752291656,1.0,0.0314923027059634,0.4524678366870207,2652.0,Non-Habitable
Kepler-339 b,0.2959151037775468,1.0,0.0225437959370681,0.452466311076187,2653.0,Non-Habitable
Kepler-307 b,0.2930347957877264,1.0,0.0297219948477404,0.4524617968634113,2654.0,Non-Habitable
Kepler-1641 b,0.2926309080164109,1.0,0.0306117373270527,0.452437801473616,2655.0,Non-Habitable
Kepler-106 c,0.2908602326741965,1.0,0.0345913794906045,0.4523483922352191,2656.0,Non-Habitable
Kepler-484 b,0.2937198180325938,1.0,0.0271250394578544,0.4522849169078678,2657.0,Non-Habitable
HD 240237 b,0.1655969983594072,0.9998922966889646,0.3475065974711254,0.4522675076806181,2658.0,Non-Habitable
Kepler-1130 b,0.2995185413517441,1.0,0.0123305722342465,0.4522253851227213,2659.0,Non-Habitable
Kepler-623 b,0.2923553097175149,1.0,0.0302213980844765,0.4522219344756528,2660.0,Non-Habitable
HIP 105854 b,0.2056392220519121,0.9999977281332828,0.2464727516112049,0.4521134797881819,2661.0,Non-Habitable
HD 20781 b,0.2955724578933225,0.9999992581373498,0.0209781270848402,0.4519816318048342,2662.0,Non-Habitable
Kepler-844 b,0.2942776550195463,1.0,0.0240564563535048,0.4519501187804741,2663.0,Non-Habitable
Kepler-827 b,0.2884247158129381,1.0,0.0385679754961893,0.4519259530057069,2664.0,Non-Habitable
K2-84 b,0.2927646757308108,0.9999999999981968,0.0277013984156685,0.4519226175479981,2665.0,Non-Habitable
Kepler-100 e,0.2887159917423332,0.9999988418097376,0.0375974665454649,0.4518771417231809,2666.0,Non-Habitable
Kepler-556 b,0.2929092630227133,1.0,0.0269340304312122,0.4518414375975991,2667.0,Non-Habitable
Kepler-764 b,0.2941079532302253,1.0,0.0238598295780303,0.4518259425307187,2668.0,Non-Habitable
K2-229 c,0.2813533366426194,1.0,0.0554499169215108,0.4517666517056118,2669.0,Non-Habitable
Kepler-1790 b,0.2912151483504876,1.0,0.0306728290436082,0.4517421399839654,2670.0,Non-Habitable
Kepler-27 b,0.1154091661266818,1.0,0.4698356880023693,0.4516717206638148,2671.0,Non-Habitable
HD 39194 b,0.2932979012034039,0.9999983743531492,0.0248616144292639,0.4516207857934995,2672.0,Non-Habitable
K2-259 b,0.2920980346653963,0.9999999999952356,0.0272833166694569,0.4515056806651601,2673.0,Non-Habitable
Kepler-59 c,0.2927185491784096,1.0,0.0256545769546211,0.4514901899801291,2674.0,Non-Habitable
Kepler-1390 b,0.2947704151789028,1.0,0.0202577620510241,0.4514367599996562,2675.0,Non-Habitable
55 Cnc d,0.229573258288108,0.9998913977589858,0.1830725184259596,0.4513685521569416,2676.0,Non-Habitable
K2-199 b,0.2891755703178742,0.9999998928576436,0.0335500406155105,0.4512977611393323,2677.0,Non-Habitable
K2-158 c,0.293841892923569,0.9999999999983687,0.0216635356195565,0.4512536535852064,2678.0,Non-Habitable
Kepler-1164 b,0.2947895387534013,1.0,0.0189009172674911,0.4511749528301988,2679.0,Non-Habitable
Kepler-601 b,0.292172275715051,1.0,0.0252369862112615,0.4511335350997777,2680.0,Non-Habitable
HD 51608 b,0.289263988962974,0.9999986633850814,0.0324797398891253,0.4511275414748365,2681.0,Non-Habitable
NGTS-20 b,0.2405348489888797,0.9999810374858008,0.1543090707787755,0.4511235498959352,2682.0,Non-Habitable
TOI-1246 d,0.2934065352583058,0.9999999999950144,0.0215440644115989,0.451012080509977,2683.0,Non-Habitable
Kepler-1432 b,0.29128633082235,1.0,0.0268110569026031,0.4510053767916956,2684.0,Non-Habitable
Kepler-411 c,0.2850279045575304,0.9999988807269974,0.0423143161088688,0.4509764797186382,2685.0,Non-Habitable
Kepler-59 b,0.2945595348020961,1.0,0.0184606178222049,0.450971890965489,2686.0,Non-Habitable
Kepler-1940 b,0.2925299665466331,1.0,0.0232845041018468,0.4509218840936859,2687.0,Non-Habitable
Kepler-171 c,0.2904959737438257,1.0,0.028340880479486,0.45091616296781,2688.0,Non-Habitable
Kepler-1892 b,0.2918164827968943,1.0,0.0248950338420471,0.4508872481668566,2689.0,Non-Habitable
Kepler-1875 b,0.289349584057687,1.0,0.0310396525110805,0.4508827225310596,2690.0,Non-Habitable
HD 109833 c,0.2901988657536998,0.999995117380622,0.0284647817134859,0.4507909244337337,2691.0,Non-Habitable
Kepler-1911 b,0.2948112095416824,1.0,0.0164968344001566,0.4507049716508726,2692.0,Non-Habitable
Kepler-1245 b,0.2923416365091233,1.0,0.0226614020749335,0.4507030986695484,2693.0,Non-Habitable
HD 191939 e,0.2801078382474599,0.9999982306084956,0.0532313715596003,0.4506996626181987,2694.0,Non-Habitable
Kepler-963 b,0.289886401265484,1.0,0.028771275914762,0.4506974558156943,2695.0,Non-Habitable
HD 1461 c,0.2906570252028874,0.9999952222783176,0.0268222037979353,0.450691520044526,2696.0,Non-Habitable
Kepler-382 c,0.2918305608636254,1.0,0.0235151357627336,0.4506183075843594,2697.0,Non-Habitable
TOI-1130 b,0.2852768047640764,0.9999996618512909,0.0398966627921665,0.4506176334958587,2698.0,Non-Habitable
TOI-178 b,0.2935462784356321,0.9999999999995574,0.0188776542155831,0.4505486700607998,2699.0,Non-Habitable
Kepler-1363 b,0.2923520977765851,1.0,0.0215071820296985,0.4504774852942322,2700.0,Non-Habitable
Kepler-830 b,0.2912799324789469,1.0,0.024135640465792,0.4504670943326318,2701.0,Non-Habitable
K2-63 b,0.288410954473127,0.9999999999930996,0.0310579753049286,0.4504170722954791,2702.0,Non-Habitable
Kepler-1645 b,0.2909491239057789,1.0,0.0245806210149847,0.4503906861558864,2703.0,Non-Habitable
HD 28678 b,0.2580162055522618,0.9999753432341846,0.1067901818108444,0.4503587421085551,2704.0,Non-Habitable
Kepler-968 b,0.2902992603386533,1.0,0.0257328502509171,0.45029620021951,2705.0,Non-Habitable
Kepler-274 b,0.2912085168913436,1.0,0.023241248127399,0.4502525080711516,2706.0,Non-Habitable
Kepler-31 c,0.1828694716764491,1.0,0.2940148299104652,0.4502377018203176,2707.0,Non-Habitable
HD 18143 b,0.2878928123157811,0.9999972356150169,0.0312385790261224,0.45019329264762,2708.0,Non-Habitable
Kepler-302 c,0.2793458553131348,1.0,0.0522532743572531,0.450123582528018,2709.0,Non-Habitable
Kepler-114 b,0.2842992101280472,1.0,0.0396959030368152,0.4500887856713866,2710.0,Non-Habitable
Kepler-20 e,0.2937444077442386,0.9999991781452032,0.0160033525080891,0.4500726278172981,2711.0,Non-Habitable
Kepler-292 d,0.2894046859325687,1.0,0.0268317277336869,0.4500686885130217,2712.0,Non-Habitable
Kepler-1590 b,0.2923219830132553,1.0,0.0192920466404124,0.4500194008347101,2713.0,Non-Habitable
Kepler-104 c,0.2894853475848742,1.0,0.0261045699376023,0.4499635877799575,2714.0,Non-Habitable
K2-63 c,0.2865338286235156,0.9999999999913604,0.0334197237002693,0.4499508590492198,2715.0,Non-Habitable
K2-58 b,0.2882156228129424,0.999999999998086,0.028824977047687,0.4498728068154344,2716.0,Non-Habitable
51 Eri b,0.2483491107751017,0.9991669822037108,0.1291478597467995,0.449754221998024,2717.0,Non-Habitable
TOI-3785 b,0.2873255360931419,0.999999336671014,0.0301173141896873,0.4496860318858126,2718.0,Non-Habitable
Kepler-1370 b,0.2893948743328783,1.0,0.0248813833382827,0.4496737138340957,2719.0,Non-Habitable
Kepler-1117 b,0.2918578354858459,1.0,0.0186244470706184,0.4496538071570466,2720.0,Non-Habitable
Kepler-483 b,0.2869232052810556,1.0,0.0309387010104049,0.4496493428426087,2721.0,Non-Habitable
HD 126614 b,0.2777145918767134,0.9998271625506612,0.054153978917021,0.4496362404869592,2722.0,Non-Habitable
HD 184010 d,0.2762989747079121,1.0,0.0573748075821098,0.449624448870378,2723.0,Non-Habitable
K2-195 b,0.286930125530302,0.9999999999955852,0.0306278998723526,0.4495906427382971,2724.0,Non-Habitable
Kepler-277 c,0.2693250100994693,1.0,0.0746271380489641,0.4495879326595275,2725.0,Non-Habitable
Kepler-1826 b,0.2898454400884745,1.0,0.0228438055236176,0.4494914811489608,2726.0,Non-Habitable
Kepler-324 b,0.2911587499633581,1.0,0.0192813840625086,0.4494356517941807,2727.0,Non-Habitable
Kepler-1529 b,0.288359135338031,1.0,0.0262024632820858,0.4494200603254326,2728.0,Non-Habitable
Kepler-616 b,0.2877313776134755,1.0,0.027735160831456,0.4494127209730289,2729.0,Non-Habitable
Kepler-1765 b,0.2875717909444673,1.0,0.0280285354107205,0.4493916025543777,2730.0,Non-Habitable
Kepler-1642 c,0.2872544994592202,1.0,0.028741713268152,0.4493755923832405,2731.0,Non-Habitable
Kepler-811 b,0.2870076893403871,1.0,0.0289007604920375,0.449283996768601,2732.0,Non-Habitable
Kepler-1012 b,0.2898575406246189,1.0,0.0216857715877892,0.4492659246298673,2733.0,Non-Habitable
Kepler-256 e,0.2875711406918397,1.0,0.0273666538567792,0.4492589011172757,2734.0,Non-Habitable
HD 11506 c,0.2770525816493717,0.9999754932895788,0.0536243891647894,0.4492438166445173,2735.0,Non-Habitable
Kepler-11 d,0.2878743604213754,0.9999999130520144,0.0263989492255799,0.449216943971408,2736.0,Non-Habitable
Kepler-143 c,0.2857471786190454,1.0,0.031528177818538,0.4491792248732303,2737.0,Non-Habitable
Kepler-161 b,0.2822574966334138,1.0,0.0401796907386583,0.4491646864644386,2738.0,Non-Habitable
Kepler-385 c,0.2840221959340163,1.0,0.0355164911275331,0.4491143961925147,2739.0,Non-Habitable
Kepler-606 b,0.2856403834340552,1.0,0.0313597301534477,0.4490921377477171,2740.0,Non-Habitable
Kepler-1401 b,0.2885816084240428,1.0,0.0239961789307645,0.4490900399981742,2741.0,Non-Habitable
Kepler-169 b,0.2905055301060517,1.0,0.0191051820616553,0.4490738014653568,2742.0,Non-Habitable
K2-158 b,0.2866090689542409,0.9999999999972224,0.028642286676919,0.4490329918116709,2743.0,Non-Habitable
Kepler-1713 b,0.2883182747317239,1.0,0.0241975353697847,0.4489986444398189,2744.0,Non-Habitable
TOI-451 d,0.2843802592214191,1.0,0.0339693301572004,0.4489839956421497,2745.0,Non-Habitable
Kepler-157 c,0.2871768523805807,1.0,0.026871016838618,0.4489626295580139,2746.0,Non-Habitable
K2-8 c,0.2868300441081841,0.9999999999987098,0.0276357183958098,0.4489421657328669,2747.0,Non-Habitable
Kepler-1843 b,0.2859885329605068,1.0,0.0289379391373199,0.4487818543077174,2748.0,Non-Habitable
Kepler-1553 b,0.2897574865874966,1.0,0.0194982742596765,0.4487783981456836,2749.0,Non-Habitable
Kepler-1303 b,0.2884888068087308,1.0,0.0224671849059693,0.4487378403855593,2750.0,Non-Habitable
K2-417 b,0.194364124808375,0.9999999999983372,0.2577628865749101,0.4487346397186707,2751.0,Non-Habitable
Kepler-979 b,0.2857854629212974,1.0,0.0289748847390725,0.4486877084084631,2752.0,Non-Habitable
Kepler-1961 b,0.2878561297925056,1.0,0.0236459104614749,0.4486572469885478,2753.0,Non-Habitable
K2-105 b,0.2774960106132648,0.999999999997472,0.0491594309796284,0.4485798915017996,2754.0,Non-Habitable
HD 3765 b,0.2782034622593868,0.9999119043011204,0.0473642259907995,0.4485481476181894,2755.0,Non-Habitable
K2-395 c,0.2844466239530969,0.9999999999976182,0.0315475661365023,0.4485328252031343,2756.0,Non-Habitable
Kepler-208 d,0.2887435845900949,1.0,0.0206615932850239,0.4485041109520522,2757.0,Non-Habitable
Kepler-109 c,0.2850361776231089,0.9999978752717124,0.0299186817872506,0.4485011877505183,2758.0,Non-Habitable
HR 8799 d,0.1836025716821285,0.9979805629180866,0.2863077921018615,0.4484570131368626,2759.0,Non-Habitable
Kepler-807 b,0.2773457429439754,1.0,0.048792807848779,0.4484314330417435,2760.0,Non-Habitable
HD 80883 b,0.2089055792027538,0.9998160368547268,0.2200885456172549,0.4484153097812459,2761.0,Non-Habitable
HD 12235 c,0.1777050526262882,0.9994580419874628,0.2985247048565118,0.4483948798806852,2762.0,Non-Habitable
Kepler-267 b,0.2664238927446661,1.0,0.0758394302429423,0.4483798324209215,2763.0,Non-Habitable
Kepler-1075 b,0.287734751584882,1.0,0.0224592163631433,0.4483592190650697,2764.0,Non-Habitable
