P_NAME,P_MASS,P_RADIUS,P_DISTANCE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_HABITABLE,P_DENSITY,S_TEMPERATURE,S_MASS,S_RADIUS,S_LUMINOSITY
Kepler-341 c,3.53,1.7,0.08,8.01041,0.08,0.0,1.4409964,2.0764706,1.2214533,209.32448,968.95747,1094.2852,0,0.71850193,6012.0,1.0,1.02,1.3396767
Kepler-51 c,4.0,9.0,0.38403763,85.312,0.384,0.014,0.66666667,0.44444444,0.049382716,4.8908024,378.8164,424.8327744,0,0.0054869684,6018.0,1.04,0.94,0.72110748
Kepler-51 d,7.6,9.7,0.50901629,130.194,0.509,0.008,0.88515827,0.78350515,0.080773727,2.7834174,329.03272,370.26986112,0,0.0083271884,6018.0,1.04,0.94,0.72110748
Kepler-515 b,2.73,1.46,0.1333,19.963713,0.1333,0.0,1.3674293,1.869863,1.2807281,27.437194,583.02159,658.43127,0,0.87721102,5293.0,0.9,0.83,0.48752849
Kepler-977 b,7.37,2.62,0.162,26.853283,0.162,0.0,1.6771932,2.8129771,1.0736554,12.73415,481.21838,537.06534448,0,0.40979213,5315.0,0.87,0.83,0.33419504
Kepler-541 b,11.2,3.36,0.0641,5.0800585,0.0641,0.0,1.8257419,3.3333333,0.99206349,1384.4712,1553.8915,1712.7150840000002,0,0.29525699,6166.0,1.41,2.06,5.6885293
Kepler-359 b,12.2,3.53,0.178,25.563222,0.178,0.0,1.8590564,3.4560907,0.97906251,25.244106,571.00473,635.4711840800001,0,0.27735482,6248.0,1.14,1.09,0.79983426
Kepler-517 b,7.61,2.67,0.2897,60.928323,0.2897,0.0,1.6882498,2.8501873,1.0674859,11.405203,468.13969,522.7311002399999,0,0.39980744,5690.0,0.95,0.98,0.95719407
Kepler-528 b,4.98,2.08,0.1409,19.782974,0.1409,0.0,1.5473302,2.3942308,1.1510725,72.473296,743.26591,839.40205,0,0.55340023,5807.0,1.01,1.06,1.4387986
Kepler-980 b,7.61,2.67,0.1005,11.551025,0.1005,0.0,1.6882498,2.8501873,1.0674859,180.99554,934.36525,1033.714314,0,0.39980744,5935.0,1.05,1.06,1.8281002
Kepler-560 b,3.61,1.72,0.091199055,18.477644,0.0899,0.17,1.4487364,2.0988372,1.2202542,2.4090657,315.63076,356.45534,0,0.70945011,3556.0,0.34,0.33,0.019186687
Kepler-52 b,135.0,2.1,0.0637,7.8773565,0.0637,0.0,8.0178373,64.285714,30.612245,24.872597,568.89222,642.47437,0,14.577259,4075.0,0.54,0.52,0.10092529
Kepler-586 b,8.2,2.79,0.0331,2.1047222,0.0331,0.0,1.7143711,2.9390681,1.0534294,659.69625,1291.0282,1424.6169072000002,0,0.37757327,5575.0,0.94,0.92,0.7227698
Kepler-592 b,6.3,2.39,0.0397,2.8201924,0.0397,0.0,1.6235711,2.6359833,1.1029219,971.44672,1422.1796,1606.1284,0,0.46147358,5913.0,1.04,1.04,1.5310875
Kepler-691 b,5.02,2.09,0.0649,8.114379,0.0649,0.0,1.5498109,2.4019139,1.1492411,11.762797,471.76679,532.78645,0,0.54987612,3715.0,0.53,0.5,0.049545019
Kepler-382 c,3.15,1.59,0.097,12.162701,0.097,0.0,1.4075269,1.9811321,1.245995,148.74985,889.63906,1004.7075,0,0.78364466,5600.0,0.88,0.94,1.3995873
Kepler-386 c,3.12,1.58,0.155,25.193458,0.155,0.0,1.4052343,1.9746835,1.2497997,16.494403,513.37399,579.77525,0,0.79101248,5178.0,0.82,0.77,0.39627803
TOI-1246 c,8.8,2.51,0.061,5.904144,0.061,1.8518129576030414e-07,1.8724252,3.5059761,1.3968032,129.81962,859.87395,952.0718492,0,0.55649531,5151.0,0.87,0.86,0.4830588
TOI-1278 b,5879.8255,12.218,0.095008028,14.47567,0.095,0.013,21.937249,481.24288,39.388024,6.8012618,411.37067,460.51225432,0,3.2237702,3799.0,0.54,0.57,0.061376201
HD 260655 c,3.09,1.533,0.047524288,5.70588,0.04749,0.038,1.4197379,2.0156556,1.3148438,16.110516,510.22227,576.21588,0,0.85769329,3803.0,0.44,0.44,0.036307805
HD 63935 c,11.1,2.9,0.14722364,21.4023,0.14722364,0.0,1.9564218,3.8275862,1.3198573,36.816706,627.49597,697.3855831200001,0,0.45512321,5534.0,0.93,0.96,0.79799469
K2-87 b,44.9,7.6,0.094,9.726618,0.094,2.298773213862136e-07,2.4306161,5.9078947,0.77735457,90.311757,785.30033,870.3391616800001,0,0.1022835,5747.0,1.16,1.4,0.79799469
OGLE-2018-BLG-0799L b,82.63539,10.9,1.28,3712536.2789873807,1.28,8.482760119874715e-07,2.7534031,7.5812284,0.69552554,1.637216002314919e-107,3.495103138521886e-30,9.65,0,0.063809683,1.7397093503285768e-24,0.09,1.5457460865399666,7.543952951212208e-84
HD 213885 c,19.95,4.71,0.056798,4.78503,0.056798,0.0,2.058074,4.2356688,0.89929274,426.90763,1157.9324,1278.7439104,0,0.19093264,5978.0,1.07,1.1,1.3772095
LHS 475 b,0.941,0.991,0.02001557,2.029088,0.02001557,1.0607576739832893e-07,0.97444647,0.94954591,0.95816944,22.349308,553.88006,625.52049,0,0.96687128,3300.0,0.26,0.28,0.0089536477
TOI-2000 c,81.7,8.14,0.087974239,9.127055,0.0878,0.063,3.1680996,10.036855,1.2330289,149.23632,889.70208,984.76347968,0,0.15147775,5611.0,1.08,1.13,1.1481536
HD 23472 c,3.41,1.87,0.16492665,29.79749,0.1646,0.063,1.3503812,1.8235294,0.97514942,8.7700872,438.05329,494.71236,0,0.52147028,4684.0,0.67,0.71,0.23713737
TOI-2525 b,26.69759,8.676,0.1532834,23.2856,0.1511,0.17,1.7541885,3.0771773,0.35467696,16.137605,507.78157,566.17860072,0,0.040880239,5096.0,0.85,0.79,0.36307805
TOI-332 b,57.2,3.2,0.0159,0.777038,0.0159,0.0,4.2278836,17.875,5.5859375,2377.9666,1778.8984,1959.3226464000004,0,1.7456055,5251.0,0.88,0.87,0.60117374
Kepler-629 b,2.48,1.38,0.0712,7.2385854,0.0712,0.0,1.3405601,1.7971014,1.3022474,102.8111,811.16595,916.08448,0,0.94365756,5444.0,0.93,0.84,0.52119471
Kepler-566 b,5.27,2.15,0.1247,18.427946,0.1247,0.0,1.565619,2.4511628,1.1400757,19.242748,533.53938,602.54889,0,0.53026778,5132.0,0.83,0.79,0.29922646
Kepler-546 b,39.1,7.0,0.0502,4.1470203,0.0502,0.0,2.3634116,5.5857143,0.79795918,740.61511,1328.917,1466.1430320000002,0,0.11399417,5967.0,1.11,1.15,1.8663797
Kepler-547 b,15.1,4.0,0.058,6.0103843,0.058,0.0,1.9429359,3.775,0.94375,82.821676,768.48556,851.91017376,0,0.2359375,4828.0,0.78,0.73,0.27861212
Kepler-55 f,3.15,1.59,0.081,10.198545,0.081,0.0,1.4075269,1.9811321,1.245995,26.304495,576.90885,651.52789,0,0.78364466,4503.0,0.63,0.62,0.17258379
Kepler-415 b,119.9,1.21,0.0426,4.176,0.0426,0.0,9.9544417,99.090909,81.893313,86.333789,776.50617,876.9417,0,67.680424,4362.0,0.67,0.64,0.15667511
Kepler-594 b,5.39,2.18,0.1089,13.646182,0.1089,0.0,1.5724112,2.4724771,1.1341638,54.06849,690.77366,780.1203,0,0.52025862,5485.0,0.91,0.87,0.64120958
Kepler-60 b,4.19,1.71,0.0719,7.1334,0.0719,0.0,1.565341,2.4502924,1.4329195,452.42044,1174.8577,1326.8171,0,0.83796464,5905.0,1.04,1.26,2.3388372
Kepler-433 b,896.24,16.25,0.068380766,5.3340838,0.0679,0.119,7.4265221,55.153231,3.394045,1657.1333,1620.985,1786.2495600000002,0,0.20886431,6360.0,1.46,2.26,7.5857758
Kepler-437 b,5.22,2.14,0.2880576,66.65062,0.288,0.02,1.5618106,2.4392523,1.1398375,2.0859404,306.12064,345.71516,0,0.53263436,4551.0,0.71,0.68,0.17298164
Kepler-440 b,4.12,1.86,0.2559876,101.11141,0.242,0.34,1.4883057,2.2150538,1.1908891,1.4356379,272.55401,307.80693,2,0.64026297,4134.0,0.57,0.56,0.079067863
Kepler-442 b,2.36,1.34,0.4093272,112.3053,0.409,0.04,1.3270999,1.761194,1.3143239,0.69968264,232.91347,263.03917,1,0.98083873,4402.0,0.61,0.6,0.11694994
Kepler-632 b,5.52,2.21,0.1885,30.996607,0.1885,0.0,1.5804232,2.4977376,1.130198,14.36737,495.95701,560.10551,0,0.51140181,5322.0,0.91,0.84,0.510505
Kepler-610 c,10.9,3.3,0.5594,151.86392,0.5594,0.0,1.8174241,3.3030303,1.0009183,2.4805905,319.69694,360.03784624,0,0.30330857,5943.0,1.1,1.13,0.77624712
Kepler-613 b,5.86,2.29,0.1232,15.779796,0.1232,0.0,1.5996725,2.558952,1.1174463,57.780139,702.33507,793.1771,0,0.4879678,5723.0,0.98,0.96,0.87700082
Kepler-614 b,6.3,2.39,0.1027,14.034915,0.1027,0.0,1.6235711,2.6359833,1.1029219,36.21255,624.9057,705.73279,0,0.46147358,5268.0,0.85,0.81,0.38194427
Kepler-544 b,5.14,2.12,0.1553,21.416169,0.1553,0.0,1.5570897,2.4245283,1.1436454,140.17065,876.52434,989.89651,0,0.53945539,6206.0,1.16,1.22,3.3806484
Kepler-570 b,6.57,2.45,0.0497,4.301662,0.0497,0.0,1.6375691,2.6816327,1.0945439,204.77985,963.65486,1088.2967,0,0.44675263,5496.0,0.93,0.9,0.50582466
Kepler-561 c,7.65,2.68,0.0593,5.350162,0.0593,0.0,1.6895199,2.8544776,1.0651036,187.88435,943.13174,1043.3223870400002,0,0.39742671,5646.0,0.96,0.94,0.66069345
Kepler-568 b,5.73,2.26,0.0794,11.023475,0.0794,0.0,1.5922934,2.5353982,1.1218576,7.4192327,420.4259,474.80498,0,0.49639718,3768.0,0.55,0.53,0.046773514
Kepler-645 b,5.06,2.1,0.049,3.2758226,0.049,0.0,1.5522641,2.4095238,1.1473923,1176.5431,1491.9411,1684.913,0,0.54637728,6170.0,1.13,1.21,2.82488
Kepler-597 b,6.21,2.37,0.1056,13.023659,0.1056,0.0,1.6187196,2.6202532,1.1055921,83.113613,769.16188,868.64748,0,0.46649454,5683.0,0.97,0.95,0.92682982
Kepler-601 b,4.27,1.9,0.056,5.3788684,0.056,0.0,1.4991226,2.2473684,1.1828255,119.0211,841.40618,950.23606,0,0.62253973,5160.0,0.85,0.79,0.37325016
Kepler-659 b,6.8,2.5,0.1204,17.671796,0.1204,0.0,1.6492423,2.72,1.088,20.546934,542.35852,612.50872,0,0.4352,4870.0,0.79,0.74,0.29785164
Kepler-666 b,6.35,2.4,0.0542,4.4987609,0.0542,0.0,1.6266018,2.6458333,1.1024306,517.60853,1215.0666,1372.2267,0,0.45934606,5887.0,1.03,1.05,1.5205475
Kepler-667 b,20.1,4.73,0.2288,41.439628,0.2288,0.0,2.0614246,4.2494715,0.89840834,68.879179,733.87433,813.97626568,0,0.18993834,5327.0,0.91,0.87,3.6057864
Kepler-60 c,3.85,1.9,0.0835,8.9187,0.0835,0.0,1.4234872,2.0263158,1.066482,335.44942,1090.2007,1231.2104,0,0.56130631,5905.0,1.04,1.26,2.3388372
Kepler-600 b,8.75,2.9,0.1536,23.675176,0.1536,0.0,1.7370208,3.0172414,1.0404281,19.418584,534.75407,595.74046072,0,0.3587683,5279.0,0.84,0.81,0.45814189
Kepler-609 b,11.2,3.35,0.0682,6.5212107,0.0682,0.0,1.8284648,3.3432836,0.9979951,249.70731,1012.6457,1119.5096872,0,0.29790898,5971.0,1.09,1.14,1.1614486
Kepler-467 b,5.69,2.25,0.1651,24.993242,0.1651,0.0,1.5902481,2.5288889,1.1239506,77.180192,755.0508,852.71123,0,0.49953361,5809.0,1.05,1.37,2.1037784
Kepler-578 b,4.66,2.0,0.0266,1.6168837,0.0266,0.0,1.5264338,2.33,1.165,650.48416,1286.4973,1452.8966,0,0.5825,5334.0,0.87,0.83,0.46025657
Kepler-579 b,4.66,2.0,0.0854,9.6685772,0.0854,0.0,1.5264338,2.33,1.165,67.001459,728.82083,823.0886,0,0.5825,5636.0,0.99,0.96,0.48865236
Kepler-580 b,7.13,2.57,0.0683,8.2224197,0.0683,0.0,1.6656287,2.7743191,1.0795016,27.236957,581.95494,647.47261424,0,0.42003953,4298.0,0.67,0.64,0.12705741
Kepler-630 b,10.2,3.18,0.5729,161.47439,0.5729,0.0,1.7909626,3.2075472,1.0086626,6.107203,400.46107,448.55533272,0,0.31718951,5829.0,1.02,1.04,2.004472
Kepler-638 b,4.01,1.83,0.0632,6.0797289,0.0632,0.0,1.4802894,2.1912568,1.1974081,852.24771,1376.3889,1554.415,0,0.65432137,5382.0,0.88,0.93,3.4040819
Kepler-662 b,5.39,2.18,0.1408,21.676975,0.1408,0.0,1.5724112,2.4724771,1.1341638,22.222591,553.09328,624.63195,0,0.52025862,4897.0,0.79,0.74,0.44055486
Kepler-665 b,7.27,2.6,0.1148,16.013102,0.1148,0.0,1.6721704,2.7961538,1.0754438,19.280408,533.80024,594.69506304,0,0.41363223,4913.0,0.79,0.74,0.25409727
Kepler-644 b,10.1,3.15,0.0466,3.1739171,0.0466,0.0,1.7906282,3.2063492,1.0178886,2361.7187,1775.8519,1955.9836824,0,0.32313925,6747.0,1.49,1.81,5.1286138
Kepler-677 b,25.0,5.38,0.067,6.5753168,0.067,0.0,2.1556531,4.6468401,0.86372493,546.82756,1231.8627,1359.7715192,0,0.16054367,5723.0,1.0,0.99,2.4547089
Kepler-588 b,7.41,2.63,0.052,4.2216254,0.052,0.0,1.6785382,2.8174905,1.0712892,595.65297,1258.485,1388.94956,0,0.40733428,5835.0,1.01,1.0,1.6106456
Kepler-687 b,12.2,3.52,0.1326,20.50587,0.1326,0.0,1.8616952,3.4659091,0.98463326,15.413915,504.75188,562.8580604800001,0,0.27972536,4841.0,0.77,0.73,0.27101916
Kepler-688 b,68.7,9.76,0.046,3.8959368,0.046,0.0,2.653099,7.0389344,0.7212023,447.18202,1171.442,1293.5504320000002,0,0.073893678,5715.0,0.98,0.96,0.94623716
Kepler-504 b,3.15,1.59,0.0646,9.5492754,0.0646,0.0,1.4075269,1.9811321,1.245995,6.3465099,404.32766,456.62456,0,0.78364466,3519.0,0.33,0.33,0.026485001
Kepler-312 b,2.21,1.29,0.031,1.772419,0.031,0.0,1.3088844,1.7131783,1.3280452,4123.6008,2041.3565,2305.3914,0,1.0294924,6115.0,1.2,1.47,3.9627803
Kepler-315 b,13.7,3.77,0.402,96.101141,0.402,0.0,1.9062928,3.6339523,0.96391306,6.2452222,402.70469,451.01434024,0,0.25567986,5796.0,0.98,1.04,1.0092529
Kepler-316 b,1.2,1.06,0.027,2.240508,0.027,0.0,1.0639904,1.1320755,1.0679957,158.95437,904.51928,1021.5124,0,1.0075431,4204.0,0.59,0.52,0.11587774
Kepler-320 c,2.45,1.37,0.142,17.934937,0.142,0.0,1.3372813,1.7883212,1.3053439,117.33385,838.40824,946.85036,0,0.95280578,6435.0,1.33,1.11,2.3659197
LSPM J2116+0234 b,13.3,3.71,0.089066818,14.4399,0.0876,0.183,1.8933847,3.5849057,0.96628185,2.6508697,322.98358,363.64000368,0,0.26045333,3475.0,0.43,0.43,0.019998619
Kepler-399 b,0.84,0.96,0.103,14.425281,0.103,0.0,0.93541435,0.875,0.91145833,36.001911,623.99498,704.70428,0,0.94943576,5502.0,0.9,0.68,0.38194427
Kepler-402 b,1.98,1.22,0.051,4.028751,0.051,0.0,1.2739509,1.6229508,1.3302876,613.56369,1267.8405,1431.8266,0,1.0903996,6090.0,1.15,1.26,1.5958791
Kepler-402 d,2.48,1.38,0.087,8.921099,0.087,0.0,1.3405601,1.7971014,1.3022474,210.84412,970.7113,1096.2659,0,0.94365756,6090.0,1.15,1.26,1.5958791
Kepler-402 e,2.73,1.46,0.102,11.242861,0.102,0.0,1.3674293,1.869863,1.2807281,153.39092,896.49862,1012.4543,0,0.87721102,6090.0,1.15,1.26,1.5958791
Kepler-473 b,15.6,4.08,0.1186,14.557317,0.1186,0.0,1.9553847,3.8235294,0.93713956,238.13905,1000.708,1106.4259680000002,0,0.22969107,5816.0,1.06,1.34,3.3496544
Kepler-539 c,762.792,13.3,2.7225,1000.0,2.42,0.5,7.573162,57.352782,4.3122392,0.15879566,152.54462,176.83890352000003,0,0.32422851,5820.0,1.05,0.95,0.80537844
Kepler-1805 b,3.0,1.545,0.0699,8.8479404,0.0699,0.0,1.393466,1.9417476,1.2567945,13.615878,489.34046,552.63315,0,0.81345925,3867.0,0.58,0.55,0.066527316
Kepler-1813 b,2.58,1.413,0.0364,2.8181601,0.0364,0.0,1.3512595,1.8259023,1.2922168,300.46731,1060.5936,1197.7739,0,0.91452003,5167.0,0.81,0.79,0.39810717
Kepler-1807 b,7.77,2.704,0.0988,10.8606,0.0988,0.0,1.6951462,2.8735207,1.0626926,410.66351,1146.7566,1266.4952336,0,0.39300761,6455.0,1.09,1.5,4.0086672
Kepler-1824 b,6.26,2.381,0.4267,95.611,0.4267,0.0,1.6214646,2.6291474,1.1042198,8.1424428,430.31689,485.9753,0,0.46376305,6002.0,1.14,1.08,1.4825181
Kepler-1858 b,6.44,2.422,0.3575,88.071602,0.3575,0.0,1.6306316,2.6589595,1.0978363,2.7570707,328.25525,370.71273,0,0.45327676,4939.0,0.79,0.82,0.35237087
Kepler-53 c,36.0,3.17,0.2255,38.558304,0.2255,0.0,3.3699357,11.356467,3.5824817,21.365197,547.67944,609.90666624,0,1.1301204,5858.0,0.98,0.89,1.0864256
Kepler-500 b,7.18,2.58,0.0806,8.5083244,0.0806,0.0,1.6682163,2.7829457,1.0786611,201.06196,959.25084,1060.9889206400003,0,0.41808571,5813.0,1.02,1.03,1.3061709
Kepler-509 b,6.76,2.49,0.2384,41.746004,0.2384,0.0,1.6476831,2.7148594,1.090305,30.087597,596.61832,673.78664,0,0.43787349,6060.0,1.1,1.2,1.7100153
Kepler-514 b,3.61,1.72,0.0676,5.651796,0.0676,0.0,1.4487364,2.0988372,1.2202542,493.29488,1200.5392,1355.8204,0,0.70945011,6106.0,1.28,1.44,2.2542392
Kepler-519 b,5.06,2.1,0.1594,24.307895,0.1594,0.0,1.5522641,2.4095238,1.1473923,18.197988,526.14513,594.19824,0,0.54637728,5260.0,0.89,0.8,0.46238102
Kepler-53 b,111.0,2.89,0.139,18.648953,0.139,0.0,6.1974434,38.408304,13.290071,56.2303,697.57725,774.1946660000001,0,4.5986404,5858.0,0.98,0.89,1.0864256
Kepler-53 d,5.14,2.12,0.091,9.751962,0.091,0.0,1.5570897,2.4245283,1.1436454,131.19498,862.14242,973.65439,0,0.53945539,6085.0,0.98,0.96,1.0864256
MOA-2007-BLG-192L b,3.3,1.63,0.62,1532812.0841932928,0.62,5.90375118673427e-07,1.4228633,2.0245399,1.242049,1.6881970398926032e-107,3.5219994552369784e-30,9.65,0,0.76199325,1.220103986120616e-24,0.06,1.5457460865399666,1.8250701603983395e-84
MOA-2008-BLG-379L b,1300.0,13.0,2.7,4559619.887819713,2.7,1.2320095752805205e-06,10.0,100.0,7.6923077,2.2110965314054172e-105,1.1914763509745524e-29,9.65,0,0.59171598,8.613487454897951e-24,0.56,1.5457460865399666,4.533235516697746e-81
Kepler-982 b,5.69,2.25,0.1291,15.773822,0.1291,0.0,1.5902481,2.5288889,1.1239506,194.6021,951.45135,1074.5148,0,0.49953361,6139.0,1.16,1.29,3.2433962
Kepler-984 b,5.14,2.12,0.2327,43.034227,0.2327,0.0,1.5570897,2.4245283,1.1436454,14.401484,496.25114,560.43768,0,0.53945539,5610.0,0.96,0.93,0.77983011
Kepler-990 b,7.27,2.6,0.0883,9.9172343,0.0883,0.0,1.6721704,2.7961538,1.0754438,114.30852,832.95082,922.56409872,0,0.41363223,5948.0,1.05,1.08,0.89125094
MOA-2010-BLG-073L b,3500.0,12.4,1.21,2559146.043956124,1.21,8.247548655420554e-07,16.800538,282.25806,22.762747,1.372544189992739e-106,5.947234796861221e-30,9.65,0,1.8357054,2.8781901774953432e-24,0.16,1.5457460865399666,5.651583226001868e-83
MOA-2011-BLG-028L b,30.0,5.99,4.14,7480780.062335189,4.14,1.5255708145348175e-06,2.2379337,5.0083472,0.83611807,2.6145134282107463e-105,1.2424565788584828e-29,9.65,0,0.13958565,1.1122261644149813e-23,0.75,1.5457460865399666,1.2602729360926624e-80
TOI-1444 c,11.8,3.46,0.12160248,16.066,0.12160248,0.0,1.8467281,3.4104046,0.98566608,46.570958,665.47003,739.00515288,0,0.28487459,5430.0,0.93,0.91,0.6886523
OGLE-2003-BLG-235L b,830.0,13.2,4.3,8639913.911531528,4.3,1.5547709909258656e-06,7.9296146,62.878788,4.7635445,1.3165342110140151e-105,1.0466260456416357e-29,9.65,0,0.36087459,9.54855123321304e-24,0.63,1.5457460865399666,6.846082230068796e-81
OGLE-2006-BLG-109L c,86.0,11.1,4.550625,4927.5,4.5,0.15,2.7834776,7.7477477,0.69799529,5.737830647728705e-106,8.503944796970153e-30,9.65,0,0.062882459,7.93667151491257e-24,0.51,1.5457460865399666,3.267727285689473e-81
Lupus-TR-3 b,257.431,9.976,0.0464,3.91405,0.0464,0.0,5.0798654,25.805032,2.5867113,15.95747,509.1441,567.6719336,0,0.25929344,5000.0,0.87,0.82,0.034355795
MOA-2011-BLG-262L b,17.0,4.29,0.95,2147168.2263859794,0.95,7.307923690289985e-07,1.9906542,3.962704,0.92370722,5.999351730899913e-107,4.8357025830242106e-30,9.65,0,0.21531637,2.0736387571617653e-24,0.11,1.5457460865399666,1.5227358980556914e-83
MOA-2009-BLG-319L b,67.3,9.64,2.03,3084745.8709508423,2.03,1.0682680019846007e-06,2.6422202,6.9813278,0.72420413,3.0178438453718182e-105,1.2878274915646904e-29,9.65,0,0.07512491,8.072674240108169e-24,0.52,1.5457460865399666,3.49753356408262e-81
MOA-bin-29 b,190.0,14.1,0.48,1476652.26277859,0.48,5.194608476030829e-07,3.6708551,13.475177,0.95568633,2.489539686342272e-108,2.1825452889745423e-30,9.65,0,0.067779173,6.652664157601181e-25,0.03,1.5457460865399666,1.6131493581986073e-85
Kepler-950 b,59.6,8.98,0.3982,98.718041,0.3982,0.0,2.5762319,6.636971,0.73908364,14.282278,495.22103,552.41224888,0,0.0823033,5857.0,1.02,1.02,2.2646443
OGLE-2005-BLG-169L b,14.1,3.84,3.5,6062538.752536419,3.5,1.4027046067878094e-06,1.9162137,3.671875,0.95621745,2.732202384150749e-105,1.2562084700780829e-29,9.65,0,0.24901496,1.0339688527761057e-23,0.69,1.5457460865399666,9.412868808115148e-81
OGLE-2012-BLG-0406L b,868.0,13.2,3.45,7429837.424803036,3.45,1.392649246987083e-06,8.1091045,65.757576,4.9816345,5.822685250607503e-106,8.5352123300898e-30,9.65,0,0.37739656,6.974861589713985e-24,0.44,1.5457460865399666,1.949101949511285e-81
OGLE-2012-BLG-0950L b,35.0,6.56,2.6,4270705.267324911,2.6,1.208979328211521e-06,2.3098411,5.3353659,0.81331797,2.5368362564769846e-105,1.2331236009049867e-29,9.65,0,0.1239814,8.747923985495507e-24,0.57,1.5457460865399666,4.8229435972891795e-81
OGLE-2016-BLG-0263L b,1300.0,13.0,5.4,26766770.18185576,5.4,1.7423246503352282e-06,10.0,100.0,7.6923077,3.3318953356462004e-108,2.3475039866383696e-30,9.65,0,0.59171598,2.4000204108589553e-24,0.13,1.5457460865399666,2.732448096939547e-83
OGLE-2016-BLG-1190L b,4253.0,12.3,2.361394,1220.0,2.17,0.42,18.594955,345.77236,28.111574,1.6651256924735746e-104,1.9737641492014857e-29,9.65,0,2.2854938,1.2791952557121373e-23,0.88,1.5457460865399666,2.205157129157359e-80
Kepler-1757 b,8.99,2.947,0.1335,19.656401,0.1335,0.0,1.7465852,3.0505599,1.0351408,23.990399,563.77924,627.5520470399999,0,0.35125239,5288.0,0.83,0.74,0.42756289
NGC 2682 YBP 401 b,146.2018,14.3,0.052837164,4.087,0.052249359,0.15,3.1974837,10.223902,0.71495819,720.74176,1314.3009,1450.1237864000002,0,0.049997076,6165.0,1.14,1.22,1.9453601
OGLE-2017-BLG-0373L b,127.0,14.0,2.424,5805049.47446315,2.424,1.167343068498799e-06,3.0118812,9.0714286,0.64795918,1.6308046325205588e-106,6.209176211604449e-30,9.65,0,0.046282799,4.2531628273149725e-24,0.25,1.5457460865399666,2.694884884835181e-82
OGLE-2018-BLG-0677L b,3.96,1.82,0.63,1110189.7355900386,0.63,5.951171636767618e-07,1.4750675,2.1758242,1.1955078,1.8498239556023483e-106,6.407905533642075e-30,9.65,0,0.65687241,2.237680576805482e-24,0.12,1.5457460865399666,2.0648311784942174e-83
Pr0211 c,2475.8957,12.6,6.886275,4850.0,5.5,0.71,14.017834,196.49966,15.595211,0.021655966,86.261418,104.192514128,0,1.2377152,5300.0,0.94,0.83,0.46131757
Kepler-660 b,7.13,2.57,0.0759,9.2735819,0.0759,0.0,1.6656287,2.7743191,1.0795016,41.069219,644.87987,716.43833752,0,0.42003953,4779.0,0.75,0.71,0.23659197
SWEEPS-4 b,1207.7,9.079,0.055,4.2,0.055,1.758383281513414e-07,11.533484,133.02126,14.651532,8.608503416625443e-101,1.6736529790754684e-28,9.65,0,1.6137826,1.9764532698262888e-23,1.24,1.18,7.323624792891092e-80
OGLE-2011-BLG-0173L b,60.0,9.01,8.0,27178160.476752505,8.0,2.1206900299686788e-06,2.5805557,6.6592675,0.73909739,8.457473810580357e-107,5.2691876622165355e-30,9.65,0,0.082030787,6.5569274219407114e-24,0.41,1.5457460865399666,1.522277003474252e-81
OGLE-2011-BLG-0251L b,170.0,14.2,2.72,6766182.204488851,2.72,1.2365641548625406e-06,3.4600334,11.971831,0.84308669,1.4857510536527833e-106,6.066245924883705e-30,9.65,0,0.059372302,4.401656841062795e-24,0.26,1.5457460865399666,3.0914121257379676e-82
OGLE-2018-BLG-0596L b,13.93,3.81,0.97,1532042.065405713,0.97,7.384448538239246e-07,1.9121109,3.656168,0.95962414,7.606433882898632e-106,9.124913883815824e-30,9.65,0,0.25186985,3.95390616578594e-24,0.23,1.5457460865399666,2.0127860519303392e-82
Kepler-969 b,4.94,2.07,0.2027,34.173171,0.2027,0.0,1.5448215,2.3864734,1.1528857,9.9378515,452.29609,510.79736,0,0.55694962,5214.0,0.92,0.82,0.40831939
Kepler-974 b,3.09,1.57,0.0419,4.1944965,0.0419,0.0,1.4029087,1.9681529,1.2536006,25.209948,570.81148,644.64187,0,0.79847169,3687.0,0.52,0.5,0.044258837
OGLE-2017-BLG-0604L b,160.0,14.2,4.06,7519986.083528994,4.06,1.5107590966558308e-06,3.3567254,11.267606,0.79349335,2.135345774696857e-105,1.181137758847252e-29,9.65,0,0.055879814,1.0470689639461513e-23,0.7,1.5457460865399666,9.89904567710209e-81
MOA-2011-BLG-293L b,1500.0,12.9,1.1,3000.0,1.1,7.863729095926286e-07,10.783277,116.27907,9.0138814,5.97910728436637e-104,2.7170184491311746e-29,9.65,0,0.69875049,1.2537202676678195e-23,0.86,1.5457460865399666,2.0346736814937147e-80
HATS-32 b,292.4036,14.0,0.044703441,2.8126548,0.04024,0.471,4.5701172,20.885971,1.4918551,798.27014,1293.0168,1426.7964128000003,0,0.10656108,5700.0,1.1,1.1,1.1402498
TOI-1516 b,1004.3378,15.244,0.033049274,2.056014,0.033049274,1.3630543182372594e-07,8.1169043,65.884136,4.3219717,2252.5589,1754.9662,1933.0929552,0,0.28351953,6520.0,1.14,1.14,2.4603676
